Chromosome	Start	End	MANE_Transcript	Near_coding_region
chr11	59143063	59143082	ENST00000675163	5_prime_intron
chr11	59143083	59143304	ENST00000675163	five_prime_UTR
chr11	59143305	59143324	ENST00000675163	5_prime_intron
chr11	59143477	59143496	ENST00000675163	5_prime_intron
chr11	59143497	59143695	ENST00000675163	five_prime_UTR
chr11	59143696	59143715	ENST00000675163	5_prime_intron
chr11	59145807	59145826	ENST00000675163	5_prime_intron
chr11	59145827	59145856	ENST00000675163	five_prime_UTR
chr11	59145857	59145876	ENST00000675163	5_prime_intron
chr11	59148777	59148796	ENST00000675163	5_prime_intron
chr11	59148797	59148872	ENST00000675163	five_prime_UTR
chr11	59153505	59155039	ENST00000675163	three_prime_UTR
chr11	59208510	59210714	ENST00000361050	three_prime_UTR
chr11	59212866	59213108	ENST00000361050	promoter
chr11	59212866	59212927	ENST00000361050	five_prime_UTR
chr11	61299451	61300135	ENST00000301764	three_prime_UTR
chr11	61332969	61333105	ENST00000301764	five_prime_UTR
chr11	61333032	61333379	ENST00000301764	promoter
chr11	61429888	61430146	ENST00000301761	promoter
chr11	61430183	61430237	ENST00000301761	promoter
chr11	61430124	61430146	ENST00000301761	five_prime_UTR
chr11	61446072	61446733	ENST00000301761	three_prime_UTR
chr11	61752387	61752703	ENST00000278836	promoter
chr11	61752636	61752744	ENST00000278836	five_prime_UTR
chr11	61786144	61788518	ENST00000278836	three_prime_UTR
chr11	61950121	61950418	ENST00000378043	promoter
chr11	61950351	61950427	ENST00000378043	five_prime_UTR
chr11	61950428	61950447	ENST00000378043	5_prime_intron
chr11	61951751	61951770	ENST00000378043	5_prime_intron
chr11	61951771	61951806	ENST00000378043	five_prime_UTR
chr11	61964103	61964103	ENST00000378043	3_prime_intron
chr11	61964123	61964461	ENST00000378043	three_prime_UTR
chr11	62612991	62613281	ENST00000278833	promoter
chr11	62613257	62613281	ENST00000278833	five_prime_UTR
chr11	62614840	62615116	ENST00000278833	three_prime_UTR
chr11	62624829	62625814	ENST00000356638	three_prime_UTR
chr11	62646518	62646561	ENST00000356638	promoter
chr11	62646600	62646868	ENST00000356638	promoter
chr11	62646600	62646613	ENST00000356638	five_prime_UTR
chr11	62690275	62690366	ENST00000360796	three_prime_UTR
chr11	62707196	62707424	ENST00000360796	five_prime_UTR
chr11	62707357	62707711	ENST00000360796	promoter
chr11	63624087	63629318	ENST00000398868	three_prime_UTR
chr11	63671237	63671289	ENST00000398868	promoter
chr11	63671336	63671642	ENST00000398868	promoter
chr11	63671336	63671376	ENST00000398868	five_prime_UTR
chr11	64291121	64291424	ENST00000422670	promoter
chr11	64291302	64291566	ENST00000422670	five_prime_UTR
chr11	64291567	64291586	ENST00000422670	5_prime_intron
chr11	64292922	64292941	ENST00000422670	5_prime_intron
chr11	64292942	64293018	ENST00000422670	five_prime_UTR
chr11	64299727	64300031	ENST00000422670	three_prime_UTR
chr11	64803516	64804333	ENST00000450708	three_prime_UTR
chr11	64810110	64810132	ENST00000450708	five_prime_UTR
chr11	64810133	64810152	ENST00000450708	5_prime_intron
chr11	64810484	64810835	ENST00000450708	promoter
chr11	64810494	64810513	ENST00000450708	5_prime_intron
chr11	64810514	64810551	ENST00000450708	five_prime_UTR
chr11	65333616	65333886	ENST00000528416	promoter
chr11	65333919	65333966	ENST00000528416	promoter
chr11	65333852	65333886	ENST00000528416	five_prime_UTR
chr11	65351760	65354262	ENST00000528416	three_prime_UTR
chr11	65538567	65539079	ENST00000301873	three_prime_UTR
chr11	65557960	65558359	ENST00000301873	five_prime_UTR
chr11	65558245	65558561	ENST00000301873	promoter
chr11	65653601	65654377	ENST00000406246	three_prime_UTR
chr11	65662777	65662825	ENST00000406246	promoter
chr11	65662833	65663182	ENST00000406246	promoter
chr11	65662813	65662825	ENST00000406246	5_prime_intron
chr11	65662833	65662916	ENST00000406246	five_prime_UTR
chr11	65712071	65712267	ENST00000341318	promoter
chr11	65712252	65712267	ENST00000341318	five_prime_UTR
chr11	65719182	65719604	ENST00000341318	three_prime_UTR
chr11	66070006	66070411	ENST00000320580	promoter
chr11	66070272	66070486	ENST00000320580	five_prime_UTR
chr11	66243281	66244744	ENST00000320580	three_prime_UTR
chr11	66682497	66685870	ENST00000533211	three_prime_UTR
chr11	66721241	66721262	ENST00000533211	five_prime_UTR
chr11	66721263	66721282	ENST00000533211	5_prime_intron
chr11	66721330	66721349	ENST00000533211	5_prime_intron
chr11	66721350	66721440	ENST00000533211	five_prime_UTR
chr11	66721441	66721460	ENST00000533211	5_prime_intron
chr11	66728721	66728740	ENST00000533211	5_prime_intron
chr11	66728741	66729216	ENST00000533211	five_prime_UTR
chr11	66729077	66729482	ENST00000533211	promoter
chr11	67482845	67483137	ENST00000279146	promoter
chr11	67483026	67483158	ENST00000279146	five_prime_UTR
chr11	67490994	67491103	ENST00000279146	three_prime_UTR
chr11	68154863	68157687	ENST00000304363	three_prime_UTR
chr11	68190077	68190152	ENST00000304363	five_prime_UTR
chr11	68190153	68190172	ENST00000304363	5_prime_intron
chr11	68213118	68213137	ENST00000304363	5_prime_intron
chr11	68213138	68213296	ENST00000304363	five_prime_UTR
chr11	68213156	68213477	ENST00000304363	promoter
chr11	68312350	68312658	ENST00000294304	promoter
chr11	68312591	68312714	ENST00000294304	five_prime_UTR
chr11	68449071	68449275	ENST00000294304	three_prime_UTR
chr11	70467854	70472868	ENST00000601538	three_prime_UTR
chr11	71147327	71147338	ENST00000601538	five_prime_UTR
chr11	71147339	71147358	ENST00000601538	5_prime_intron
chr11	71224677	71224696	ENST00000601538	5_prime_intron
chr11	71224697	71224796	ENST00000601538	five_prime_UTR
chr11	71224797	71224816	ENST00000601538	5_prime_intron
chr11	71252405	71252424	ENST00000601538	5_prime_intron
chr11	71252425	71252577	ENST00000601538	five_prime_UTR
chr11	71252438	71252843	ENST00000601538	promoter
chr11	71998709	71999057	ENST00000393703	promoter
chr11	71998909	71999019	ENST00000393703	five_prime_UTR
chr11	71999020	71999039	ENST00000393703	5_prime_intron
chr11	71999907	71999926	ENST00000393703	5_prime_intron
chr11	71999927	71999984	ENST00000393703	five_prime_UTR
chr11	72001862	72002804	ENST00000393703	three_prime_UTR
chr11	72285495	72293366	ENST00000294053	three_prime_UTR
chr11	72285495	72293366	ENST00000538039	three_prime_UTR
chr11	72434475	72434828	ENST00000294053	promoter
chr11	72434475	72434828	ENST00000538039	promoter
chr11	72434475	72434531	ENST00000294053	five_prime_UTR
chr11	72434475	72434531	ENST00000538039	five_prime_UTR
chr11	77066683	77067038	ENST00000648180	promoter
chr11	77066971	77067094	ENST00000648180	five_prime_UTR
chr11	77067095	77067114	ENST00000648180	5_prime_intron
chr11	77084832	77084851	ENST00000648180	5_prime_intron
chr11	77084852	77084886	ENST00000648180	five_prime_UTR
chr11	77123871	77126155	ENST00000648180	three_prime_UTR
chr11	77127990	77128340	ENST00000409709	promoter
chr11	77128246	77128489	ENST00000409709	five_prime_UTR
chr11	77128490	77128509	ENST00000409709	5_prime_intron
chr11	77130569	77130588	ENST00000409709	5_prime_intron
chr11	77130589	77130634	ENST00000409709	five_prime_UTR
chr11	77130653	77130654	ENST00000409709	5_prime_intron
chr11	77214697	77215241	ENST00000409709	three_prime_UTR
chr11	77322017	77323273	ENST00000356341	three_prime_UTR
chr11	77392521	77392541	ENST00000356341	five_prime_UTR
chr11	77392542	77392561	ENST00000356341	5_prime_intron
chr11	77473532	77473551	ENST00000356341	5_prime_intron
chr11	77473552	77474094	ENST00000356341	five_prime_UTR
chr11	77473963	77474275	ENST00000356341	promoter
chr11	78100946	78100963	ENST00000299626	three_prime_UTR
chr11	78139589	78139856	ENST00000299626	promoter
chr11	78139589	78139626	ENST00000299626	five_prime_UTR
chr11	86244572	86244874	ENST00000263360	promoter
chr11	86244753	86245229	ENST00000263360	five_prime_UTR
chr11	86278526	86278810	ENST00000263360	three_prime_UTR
chr11	86945679	86951141	ENST00000531380	three_prime_UTR
chr11	86955086	86955395	ENST00000531380	five_prime_UTR
chr11	86955289	86955637	ENST00000531380	promoter
chr11	89177609	89177953	ENST00000263321	promoter
chr11	89177875	89177953	ENST00000263321	five_prime_UTR
chr11	89295367	89295759	ENST00000263321	three_prime_UTR
chr11	101451564	101452954	ENST00000344327	three_prime_UTR
chr11	101583504	101584007	ENST00000344327	five_prime_UTR
chr11	101583874	101584188	ENST00000344327	promoter
chr11	102110173	102110522	ENST00000282441	promoter
chr11	102110447	102110848	ENST00000282441	five_prime_UTR
chr11	102229941	102233424	ENST00000282441	three_prime_UTR
chr11	102942995	102944265	ENST00000260302	three_prime_UTR
chr11	102955706	102955998	ENST00000260302	promoter
chr11	102955706	102955732	ENST00000260302	five_prime_UTR
chr11	105609892	105610200	ENST00000282499	promoter
chr11	105610073	105610428	ENST00000282499	five_prime_UTR
chr11	105610429	105610448	ENST00000282499	5_prime_intron
chr11	105610888	105610907	ENST00000282499	5_prime_intron
chr11	105610908	105610997	ENST00000282499	five_prime_UTR
chr11	105979740	105982090	ENST00000282499	three_prime_UTR
chr11	108222801	108223206	ENST00000675843	promoter
chr11	108223067	108223186	ENST00000675843	five_prime_UTR
chr11	108223187	108223206	ENST00000675843	5_prime_intron
chr11	108227575	108227594	ENST00000675843	5_prime_intron
chr11	108227595	108227624	ENST00000675843	five_prime_UTR
chr11	108365509	108369102	ENST00000675843	three_prime_UTR
chr11	111782195	111786396	ENST00000616540	three_prime_UTR
chr11	111871483	111871762	ENST00000616540	promoter
chr11	111871483	111871581	ENST00000616540	five_prime_UTR
chr11	111908564	111908763	ENST00000650687	three_prime_UTR
chr11	111911725	111912036	ENST00000650687	promoter
chr11	111911725	111911770	ENST00000650687	five_prime_UTR
chr11	112086616	112086639	ENST00000375549	promoter
chr11	112086724	112086907	ENST00000375549	promoter
chr11	112086960	112086966	ENST00000375549	promoter
chr11	112086873	112086907	ENST00000375549	five_prime_UTR
chr11	112094971	112095794	ENST00000375549	three_prime_UTR
chr11	116789367	116790127	ENST00000227665	three_prime_UTR
chr11	116791740	116791811	ENST00000227665	promoter
chr11	116791861	116792145	ENST00000227665	promoter
chr11	116791861	116791879	ENST00000227665	five_prime_UTR
chr11	116835751	116835807	ENST00000236850	three_prime_UTR
chr11	116837388	116837407	ENST00000236850	five_prime_UTR
chr11	116837408	116837427	ENST00000236850	5_prime_intron
chr11	116837483	116837888	ENST00000236850	promoter
chr11	116837585	116837604	ENST00000236850	5_prime_intron
chr11	116837605	116837622	ENST00000236850	five_prime_UTR
chr11	118436226	118436512	ENST00000534358	promoter
chr11	118436492	118436512	ENST00000534358	five_prime_UTR
chr11	118522173	118526832	ENST00000534358	three_prime_UTR
chr11	118572165	118572515	ENST00000264028	promoter
chr11	118572409	118572547	ENST00000264028	five_prime_UTR
chr11	118572551	118572567	ENST00000264028	5_prime_intron
chr11	118600715	118603033	ENST00000264028	three_prime_UTR
chr11	118747763	118752097	ENST00000534980	three_prime_UTR
chr11	118752098	118752117	ENST00000534980	3_prime_intron
chr11	118754685	118754704	ENST00000534980	3_prime_intron
chr11	118754705	118754711	ENST00000534980	three_prime_UTR
chr11	118786252	118786518	ENST00000534980	five_prime_UTR
chr11	118786519	118786538	ENST00000534980	5_prime_intron
chr11	118791059	118791409	ENST00000534980	promoter
chr11	118791078	118791097	ENST00000534980	5_prime_intron
chr11	118791098	118791164	ENST00000534980	five_prime_UTR
chr11	119084700	119085033	ENST00000652429	promoter
chr11	119084881	119085033	ENST00000652429	five_prime_UTR
chr11	119093284	119093549	ENST00000652429	three_prime_UTR
chr11	119206073	119206417	ENST00000264033	promoter
chr11	119206339	119206417	ENST00000264033	five_prime_UTR
chr11	119299782	119308149	ENST00000264033	three_prime_UTR
chr11	119338942	119339330	ENST00000528368	three_prime_UTR
chr11	119338942	119339330	ENST00000619721	three_prime_UTR
chr11	119339849	119339868	ENST00000619721	3_prime_intron
chr11	119340164	119340183	ENST00000619721	3_prime_intron
chr11	119340398	119340440	ENST00000619721	three_prime_UTR
chr11	119340398	119340440	ENST00000528368	five_prime_UTR
chr11	119340441	119340460	ENST00000528368	5_prime_intron
chr11	119340441	119340460	ENST00000619721	3_prime_intron
chr11	119340675	119340694	ENST00000528368	5_prime_intron
chr11	119340675	119340694	ENST00000619721	3_prime_intron
chr11	119340678	119341064	ENST00000528368	promoter
chr11	119340695	119340883	ENST00000528368	five_prime_UTR
chr11	119340695	119341547	ENST00000619721	three_prime_UTR
chr11	119346514	119346705	ENST00000619721	five_prime_UTR
chr11	119346600	119346886	ENST00000619721	promoter
chr11	121100977	121101382	ENST00000392793	promoter
chr11	121101243	121101442	ENST00000392793	five_prime_UTR
chr11	121101443	121101462	ENST00000392793	5_prime_intron
chr11	121102645	121102664	ENST00000392793	5_prime_intron
chr11	121102665	121102665	ENST00000392793	five_prime_UTR
chr11	121190807	121191490	ENST00000392793	three_prime_UTR
chr11	124919205	124921137	ENST00000298251	three_prime_UTR
chr11	124935908	124935921	ENST00000298251	promoter
chr11	124936007	124936313	ENST00000298251	promoter
chr11	124936007	124936047	ENST00000298251	five_prime_UTR
chr11	125956821	125960941	ENST00000531738	three_prime_UTR
chr11	126023477	126023537	ENST00000531738	five_prime_UTR
chr11	126023538	126023557	ENST00000531738	5_prime_intron
chr11	126062559	126062578	ENST00000531738	5_prime_intron
chr11	126062579	126062866	ENST00000531738	five_prime_UTR
chr11	126062727	126063132	ENST00000531738	promoter
chr11	128693891	128694169	ENST00000527786	promoter
chr11	128694072	128694258	ENST00000527786	five_prime_UTR
chr11	128694277	128694278	ENST00000527786	5_prime_intron
chr11	128810989	128813267	ENST00000527786	three_prime_UTR
chr11	128891090	128891495	ENST00000529694	promoter
chr11	128891356	128891721	ENST00000529694	five_prime_UTR
chr11	128891722	128891741	ENST00000529694	5_prime_intron
chr11	128911244	128911263	ENST00000529694	5_prime_intron
chr11	128911264	128911273	ENST00000529694	five_prime_UTR
chr11	128916732	128921163	ENST00000529694	three_prime_UTR
chr12	752276	752646	ENST00000315939	promoter
chr12	752276	752646	ENST00000340908	promoter
chr12	752579	753565	ENST00000315939	five_prime_UTR
chr12	752579	753565	ENST00000340908	five_prime_UTR
chr12	908793	911452	ENST00000315939	three_prime_UTR
chr12	908793	911452	ENST00000340908	three_prime_UTR
chr12	2052721	2053126	ENST00000399603	promoter
chr12	2052721	2053126	ENST00000399655	promoter
chr12	2052987	2053562	ENST00000399603	five_prime_UTR
chr12	2052987	2053562	ENST00000399655	five_prime_UTR
chr12	2691200	2697950	ENST00000399603	three_prime_UTR
chr12	2691200	2697950	ENST00000399655	three_prime_UTR
chr12	4273538	4273884	ENST00000261254	promoter
chr12	4273762	4274040	ENST00000261254	five_prime_UTR
chr12	4300010	4305353	ENST00000261254	three_prime_UTR
chr12	4368227	4370342	ENST00000237837	three_prime_UTR
chr12	4379583	4379893	ENST00000237837	promoter
chr12	4379583	4379712	ENST00000237837	five_prime_UTR
chr12	4909646	4909972	ENST00000382545	promoter
chr12	4909905	4910472	ENST00000382545	five_prime_UTR
chr12	4910473	4910492	ENST00000382545	5_prime_intron
chr12	4910820	4910839	ENST00000382545	5_prime_intron
chr12	4910840	4911378	ENST00000382545	five_prime_UTR
chr12	4912867	4918256	ENST00000382545	three_prime_UTR
chr12	5948877	5949014	ENST00000261405	three_prime_UTR
chr12	6124401	6124420	ENST00000261405	5_prime_intron
chr12	6124421	6124670	ENST00000261405	five_prime_UTR
chr12	6124474	6124851	ENST00000261405	promoter
chr12	6328771	6329311	ENST00000162749	three_prime_UTR
chr12	6341815	6342076	ENST00000162749	five_prime_UTR
chr12	6341836	6342257	ENST00000162749	promoter
chr12	6346847	6347872	ENST00000228916	three_prime_UTR
chr12	6374784	6374837	ENST00000228916	five_prime_UTR
chr12	6374838	6374857	ENST00000228916	5_prime_intron
chr12	6375464	6375803	ENST00000228916	promoter
chr12	6375485	6375504	ENST00000228916	5_prime_intron
chr12	6375505	6375563	ENST00000228916	five_prime_UTR
chr12	6462237	6464469	ENST00000396308	three_prime_UTR
chr12	6464487	6464489	ENST00000396308	3_prime_intron
chr12	6470512	6470529	ENST00000396308	5_prime_intron
chr12	6470532	6470677	ENST00000396308	five_prime_UTR
chr12	6470538	6470943	ENST00000396308	promoter
chr12	6570082	6570675	ENST00000544040	three_prime_UTR
chr12	6570694	6570695	ENST00000544040	3_prime_intron
chr12	6606374	6606451	ENST00000544040	five_prime_UTR
chr12	6606452	6606471	ENST00000544040	5_prime_intron
chr12	6607280	6607299	ENST00000544040	5_prime_intron
chr12	6607300	6607379	ENST00000544040	five_prime_UTR
chr12	6607312	6607669	ENST00000544040	promoter
chr12	6927693	6928098	ENST00000396684	promoter
chr12	6927959	6928384	ENST00000396684	five_prime_UTR
chr12	6928385	6928404	ENST00000396684	5_prime_intron
chr12	6933820	6933839	ENST00000396684	5_prime_intron
chr12	6933840	6934001	ENST00000396684	five_prime_UTR
chr12	6941781	6942321	ENST00000396684	three_prime_UTR
chr12	7060394	7060785	ENST00000360817	promoter
chr12	7060718	7060877	ENST00000360817	five_prime_UTR
chr12	7060878	7060897	ENST00000360817	5_prime_intron
chr12	7061819	7061838	ENST00000360817	5_prime_intron
chr12	7061839	7061912	ENST00000360817	five_prime_UTR
chr12	7061918	7061932	ENST00000360817	5_prime_intron
chr12	7070652	7071032	ENST00000360817	three_prime_UTR
chr12	7080219	7080531	ENST00000647956	three_prime_UTR
chr12	7092344	7092386	ENST00000647956	promoter
chr12	7092389	7092694	ENST00000647956	promoter
chr12	7092369	7092386	ENST00000647956	5_prime_intron
chr12	7092389	7092445	ENST00000647956	five_prime_UTR
chr12	8602170	8604283	ENST00000229335	three_prime_UTR
chr12	8612748	8612759	ENST00000229335	5_prime_intron
chr12	8612751	8612759	ENST00000229335	promoter
chr12	8612768	8613097	ENST00000229335	promoter
chr12	8612768	8612859	ENST00000229335	five_prime_UTR
chr12	8645943	8648090	ENST00000359478	three_prime_UTR
chr12	8662105	8662106	ENST00000359478	five_prime_UTR
chr12	8662107	8662126	ENST00000359478	5_prime_intron
chr12	8662607	8662626	ENST00000359478	5_prime_intron
chr12	8662627	8662826	ENST00000359478	five_prime_UTR
chr12	8662665	8663014	ENST00000359478	promoter
chr12	11649493	11649847	ENST00000396373	promoter
chr12	11649674	11650127	ENST00000396373	five_prime_UTR
chr12	11891047	11895377	ENST00000396373	three_prime_UTR
chr12	12717051	12717435	ENST00000228872	promoter
chr12	12717368	12717839	ENST00000228872	five_prime_UTR
chr12	12718947	12718954	ENST00000228872	three_prime_UTR
chr12	12718955	12718974	ENST00000228872	3_prime_intron
chr12	12721016	12721035	ENST00000228872	3_prime_intron
chr12	12721036	12722369	ENST00000228872	three_prime_UTR
chr12	13537337	13562782	ENST00000609686	three_prime_UTR
chr12	13866209	13866226	ENST00000609686	five_prime_UTR
chr12	13866227	13866246	ENST00000609686	5_prime_intron
chr12	13979908	13979927	ENST00000609686	5_prime_intron
chr12	13979928	13980356	ENST00000609686	five_prime_UTR
chr12	13980357	13980376	ENST00000609686	5_prime_intron
chr12	13981322	13981341	ENST00000609686	5_prime_intron
chr12	13981342	13981602	ENST00000609686	five_prime_UTR
chr12	13981463	13981868	ENST00000609686	promoter
chr12	14612632	14613116	ENST00000261170	three_prime_UTR
chr12	14696449	14696599	ENST00000261170	five_prime_UTR
chr12	14696509	14696855	ENST00000261170	promoter
chr12	14784582	14787064	ENST00000261167	three_prime_UTR
chr12	14801384	14801428	ENST00000261167	five_prime_UTR
chr12	14801429	14801448	ENST00000261167	5_prime_intron
chr12	14803332	14803351	ENST00000261167	5_prime_intron
chr12	14803352	14803478	ENST00000261167	five_prime_UTR
chr12	14803411	14803779	ENST00000261167	promoter
chr12	20368271	20368676	ENST00000359062	promoter
chr12	20368537	20369284	ENST00000359062	five_prime_UTR
chr12	20680272	20688583	ENST00000359062	three_prime_UTR
chr12	21797389	21801043	ENST00000261200	three_prime_UTR
chr12	21936675	21936694	ENST00000261200	five_prime_UTR
chr12	21936695	21936714	ENST00000261200	5_prime_intron
chr12	21940690	21940709	ENST00000261200	5_prime_intron
chr12	21940710	21940825	ENST00000261200	five_prime_UTR
chr12	21940826	21940845	ENST00000261200	5_prime_intron
chr12	21941163	21941607	ENST00000261200	promoter
chr12	21941180	21941199	ENST00000261200	5_prime_intron
chr12	21941200	21941426	ENST00000261200	five_prime_UTR
chr12	23529504	23534218	ENST00000451604	three_prime_UTR
chr12	23949531	23949563	ENST00000451604	promoter
chr12	23949602	23949936	ENST00000451604	promoter
chr12	23949602	23949670	ENST00000451604	five_prime_UTR
chr12	25205246	25209794	ENST00000311936	three_prime_UTR
chr12	25245385	25245395	ENST00000311936	five_prime_UTR
chr12	25245396	25245415	ENST00000311936	5_prime_intron
chr12	25250731	25250750	ENST00000311936	5_prime_intron
chr12	25250751	25250929	ENST00000311936	five_prime_UTR
chr12	25250862	25251268	ENST00000311936	promoter
chr12	27958084	27958558	ENST00000545234	three_prime_UTR
chr12	27958569	27958578	ENST00000545234	3_prime_intron
chr12	27969495	27969516	ENST00000545234	five_prime_UTR
chr12	27969517	27969536	ENST00000545234	5_prime_intron
chr12	27970005	27970024	ENST00000545234	5_prime_intron
chr12	27970025	27970267	ENST00000545234	five_prime_UTR
chr12	27970268	27970287	ENST00000545234	5_prime_intron
chr12	27971907	27971926	ENST00000545234	5_prime_intron
chr12	27971927	27972019	ENST00000545234	five_prime_UTR
chr12	27972020	27972039	ENST00000545234	5_prime_intron
chr12	27972503	27972522	ENST00000545234	5_prime_intron
chr12	27972523	27972733	ENST00000545234	five_prime_UTR
chr12	27972666	27972914	ENST00000545234	promoter
chr12	32679048	32679363	ENST00000549701	promoter
chr12	32679048	32679363	ENST00000553257	promoter
chr12	32679301	32679363	ENST00000549701	five_prime_UTR
chr12	32679301	32679363	ENST00000553257	five_prime_UTR
chr12	32743411	32745650	ENST00000549701	three_prime_UTR
chr12	32743411	32745650	ENST00000553257	three_prime_UTR
chr12	32790755	32792423	ENST00000340811	three_prime_UTR
chr12	32896732	32897043	ENST00000340811	promoter
chr12	32896732	32896777	ENST00000340811	five_prime_UTR
chr12	39293228	39294423	ENST00000361418	three_prime_UTR
chr12	39442971	39443120	ENST00000361418	five_prime_UTR
chr12	39442981	39443386	ENST00000361418	promoter
chr12	40224813	40225131	ENST00000298910	promoter
chr12	40224997	40225131	ENST00000298910	five_prime_UTR
chr12	40367766	40369285	ENST00000298910	three_prime_UTR
chr12	42456757	42459808	ENST00000345127	three_prime_UTR
chr12	42472517	42472564	ENST00000345127	five_prime_UTR
chr12	42472565	42472584	ENST00000345127	5_prime_intron
chr12	42589445	42589464	ENST00000345127	5_prime_intron
chr12	42589465	42589746	ENST00000345127	five_prime_UTR
chr12	42589636	42589982	ENST00000345127	promoter
chr12	45729440	45729836	ENST00000334344	promoter
chr12	45729706	45729836	ENST00000334344	five_prime_UTR
chr12	45905079	45908037	ENST00000334344	three_prime_UTR
chr12	47841537	47844745	ENST00000549336	three_prime_UTR
chr12	47879114	47879115	ENST00000549336	five_prime_UTR
chr12	47879116	47879135	ENST00000549336	5_prime_intron
chr12	47882674	47882693	ENST00000549336	5_prime_intron
chr12	47882694	47882774	ENST00000549336	five_prime_UTR
chr12	47882775	47882794	ENST00000549336	5_prime_intron
chr12	47904923	47905271	ENST00000549336	promoter
chr12	47904935	47904954	ENST00000549336	5_prime_intron
chr12	47904955	47904994	ENST00000549336	five_prime_UTR
chr12	47972967	47973406	ENST00000380518	three_prime_UTR
chr12	48004146	48004236	ENST00000380518	promoter
chr12	48004322	48004657	ENST00000380518	promoter
chr12	48004322	48004476	ENST00000380518	five_prime_UTR
chr12	48965340	48966094	ENST00000301061	three_prime_UTR
chr12	48970530	48970569	ENST00000301061	five_prime_UTR
chr12	48970570	48970589	ENST00000301061	5_prime_intron
chr12	48971435	48971454	ENST00000301061	5_prime_intron
chr12	48971455	48971735	ENST00000301061	five_prime_UTR
chr12	48971608	48971916	ENST00000301061	promoter
chr12	48978141	48978481	ENST00000293549	promoter
chr12	48978322	48978650	ENST00000293549	five_prime_UTR
chr12	48981641	48982620	ENST00000293549	three_prime_UTR
chr12	49018978	49021779	ENST00000301067	three_prime_UTR
chr12	49055325	49055361	ENST00000301067	five_prime_UTR
chr12	49055362	49055381	ENST00000301067	5_prime_intron
chr12	49059593	49059612	ENST00000301067	5_prime_intron
chr12	49059613	49060794	ENST00000301067	five_prime_UTR
chr12	49060655	49061060	ENST00000301067	promoter
chr12	49184795	49185009	ENST00000301071	three_prime_UTR
chr12	49188960	49188976	ENST00000301071	5_prime_intron
chr12	49188980	49189327	ENST00000301071	promoter
chr12	49188980	49189080	ENST00000301071	five_prime_UTR
chr12	49950471	49950830	ENST00000199280	promoter
chr12	49950737	49950830	ENST00000199280	five_prime_UTR
chr12	49955609	49958878	ENST00000199280	three_prime_UTR
chr12	49961606	49962011	ENST00000293599	promoter
chr12	49961872	49962017	ENST00000293599	five_prime_UTR
chr12	49965178	49965682	ENST00000293599	three_prime_UTR
chr12	50085000	50085369	ENST00000394963	promoter
chr12	50085342	50085369	ENST00000394963	five_prime_UTR
chr12	50099001	50100707	ENST00000394963	three_prime_UTR
chr12	51591043	51591300	ENST00000354534	promoter
chr12	51591043	51591300	ENST00000627620	promoter
chr12	51591233	51591359	ENST00000354534	five_prime_UTR
chr12	51591233	51591359	ENST00000627620	five_prime_UTR
chr12	51591360	51591379	ENST00000354534	5_prime_intron
chr12	51591360	51591379	ENST00000627620	5_prime_intron
chr12	51662744	51662763	ENST00000354534	5_prime_intron
chr12	51662744	51662763	ENST00000627620	5_prime_intron
chr12	51662764	51662817	ENST00000354534	five_prime_UTR
chr12	51662764	51662817	ENST00000627620	five_prime_UTR
chr12	51807430	51812864	ENST00000354534	three_prime_UTR
chr12	51807430	51812864	ENST00000627620	three_prime_UTR
chr12	51907323	51907596	ENST00000388922	promoter
chr12	51907504	51907695	ENST00000388922	five_prime_UTR
chr12	51907696	51907715	ENST00000388922	5_prime_intron
chr12	51912450	51912469	ENST00000388922	5_prime_intron
chr12	51912470	51912474	ENST00000388922	five_prime_UTR
chr12	51920894	51923361	ENST00000388922	three_prime_UTR
chr12	52446651	52447189	ENST00000252252	three_prime_UTR
chr12	52452079	52452146	ENST00000252252	five_prime_UTR
chr12	52452079	52452446	ENST00000252252	promoter
chr12	52468516	52469061	ENST00000252250	three_prime_UTR
chr12	52473738	52474071	ENST00000252250	promoter
chr12	52473738	52473805	ENST00000252250	five_prime_UTR
chr12	52487176	52487719	ENST00000330722	three_prime_UTR
chr12	52493189	52493523	ENST00000330722	promoter
chr12	52493189	52493257	ENST00000330722	five_prime_UTR
chr12	52514575	52514941	ENST00000252242	three_prime_UTR
chr12	52520297	52520660	ENST00000252242	promoter
chr12	52520297	52520394	ENST00000252242	five_prime_UTR
chr12	52565782	52566968	ENST00000305620	three_prime_UTR
chr12	52573778	52574109	ENST00000305620	promoter
chr12	52573778	52573843	ENST00000305620	five_prime_UTR
chr12	52644558	52645018	ENST00000309680	three_prime_UTR
chr12	52652143	52652477	ENST00000309680	promoter
chr12	52652143	52652211	ENST00000309680	five_prime_UTR
chr12	52674736	52675192	ENST00000252244	three_prime_UTR
chr12	52680349	52680673	ENST00000252244	promoter
chr12	52680349	52680407	ENST00000252244	five_prime_UTR
chr12	52789685	52790041	ENST00000417996	three_prime_UTR
chr12	52796043	52796383	ENST00000417996	promoter
chr12	52796043	52796117	ENST00000417996	five_prime_UTR
chr12	54280437	54280793	ENST00000340913	promoter
chr12	54280726	54280807	ENST00000340913	five_prime_UTR
chr12	54280823	54280827	ENST00000340913	5_prime_intron
chr12	54284314	54284317	ENST00000340913	three_prime_UTR
chr12	54284318	54284337	ENST00000340913	3_prime_intron
chr12	54284529	54284548	ENST00000340913	3_prime_intron
